person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,age_group,monthly_income,loan_risk_tier
28,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,4125,9.99,0,0.07,0,10,26-35,5000.0,Aşağı Risk
31,54000,MORTGAGE,12.0,MEDICAL,A,15000,8.49,1,0.28,0,6,26-35,4500.0,Orta Risk
31,45000,RENT,3.0,DEBTCONSOLIDATION,B,8000,10.99,0,0.18,0,10,26-35,3750.0,Aşağı Risk
32,45000,RENT,0.0,MEDICAL,A,8000,7.66,0,0.18,0,5,26-35,3750.0,Aşağı Risk
28,39000,RENT,6.0,MEDICAL,D,8000,14.91,1,0.21,1,7,26-35,3250.0,Orta Risk
29,60000,MORTGAGE,3.0,MEDICAL,A,10000,10.99,0,0.17,0,9,26-35,5000.0,Aşağı Risk
28,60000,OWN,0.0,VENTURE,B,7000,11.11,0,0.12,0,5,26-35,5000.0,Aşağı Risk
32,45000,RENT,0.0,MEDICAL,A,8000,10.99,0,0.18,0,5,26-35,3750.0,Aşağı Risk
27,45000,RENT,1.0,MEDICAL,C,8000,13.85,0,0.18,0,10,26-35,3750.0,Aşağı Risk
29,60000,MORTGAGE,4.0,EDUCATION,A,5000,7.66,0,0.08,0,10,26-35,5000.0,Aşağı Risk
31,60000,MORTGAGE,15.0,EDUCATION,C,15000,12.68,0,0.25,0,6,26-35,5000.0,Orta Risk
29,45000,RENT,0.0,MEDICAL,B,8000,12.18,0,0.18,0,5,26-35,3750.0,Aşağı Risk
31,60000,MORTGAGE,7.0,VENTURE,B,7000,10.99,0,0.12,0,7,26-35,5000.0,Aşağı Risk
33,45000,RENT,2.0,PERSONAL,C,8000,12.53,0,0.18,0,6,26-35,3750.0,Aşağı Risk
29,60000,MORTGAGE,7.0,VENTURE,A,5000,7.66,0,0.08,0,10,26-35,5000.0,Aşağı Risk
28,60000,MORTGAGE,12.0,PERSONAL,B,6000,10.99,0,0.1,0,5,26-35,5000.0,Aşağı Risk
30,60000,MORTGAGE,13.0,DEBTCONSOLIDATION,B,15000,10.74,0,0.25,0,5,26-35,5000.0,Orta Risk
29,60000,MORTGAGE,7.0,PERSONAL,A,8500,6.92,0,0.14,0,6,26-35,5000.0,Aşağı Risk
31,46000,RENT,6.0,PERSONAL,B,8000,10.99,0,0.17,0,9,26-35,3833.33,Aşağı Risk
30,46000,RENT,5.0,DEBTCONSOLIDATION,A,8000,7.14,0,0.17,0,10,26-35,3833.33,Aşağı Risk
27,46000,RENT,11.0,MEDICAL,B,8000,11.36,0,0.17,0,8,26-35,3833.33,Aşağı Risk
27,40000,RENT,0.0,VENTURE,D,8000,15.65,1,0.2,1,6,26-35,3333.33,Orta Risk
31,46875,RENT,1.0,EDUCATION,B,8000,10.99,0,0.17,0,8,26-35,3906.25,Aşağı Risk
27,60000,MORTGAGE,8.0,EDUCATION,A,2000,7.29,0,0.03,0,7,26-35,5000.0,Aşağı Risk
32,47000,RENT,2.0,EDUCATION,A,8000,8.59,0,0.17,0,9,26-35,3916.67,Aşağı Risk
27,41000,RENT,4.0,DEBTCONSOLIDATION,C,8000,12.84,1,0.2,1,10,26-35,3416.67,Orta Risk
28,60000,OWN,12.0,EDUCATION,A,7000,7.66,0,0.12,0,9,26-35,5000.0,Aşağı Risk
27,60000,MORTGAGE,8.0,PERSONAL,B,5000,9.63,0,0.08,0,6,26-35,5000.0,Aşağı Risk
29,60000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,10000,5.79,0,0.17,0,6,26-35,5000.0,Aşağı Risk
29,60000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,12000,7.29,0,0.2,0,7,26-35,5000.0,Orta Risk
30,48000,RENT,7.0,VENTURE,C,8000,13.23,0,0.17,1,5,26-35,4000.0,Aşağı Risk
30,60000,MORTGAGE,5.0,PERSONAL,A,8000,7.66,0,0.13,0,6,26-35,5000.0,Aşağı Risk
29,60000,OWN,9.0,PERSONAL,C,9000,12.23,0,0.15,0,10,26-35,5000.0,Aşağı Risk
28,50000,RENT,0.0,MEDICAL,C,8000,14.27,0,0.16,0,9,26-35,4166.67,Aşağı Risk
28,60000,MORTGAGE,12.0,DEBTCONSOLIDATION,C,16800,12.61,0,0.28,1,7,26-35,5000.0,Orta Risk
27,50000,RENT,0.0,HOMEIMPROVEMENT,A,8000,7.9,0,0.16,0,9,26-35,4166.67,Aşağı Risk
33,60000,MORTGAGE,0.0,EDUCATION,A,4000,6.54,0,0.07,0,9,26-35,5000.0,Aşağı Risk
29,50000,RENT,9.0,VENTURE,B,8000,11.71,0,0.16,0,9,26-35,4166.67,Aşağı Risk
28,60000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,16000,6.54,0,0.27,0,6,26-35,5000.0,Orta Risk
27,60000,MORTGAGE,11.0,MEDICAL,C,6000,13.35,0,0.1,0,8,26-35,5000.0,Aşağı Risk
35,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,2000,6.91,0,0.03,0,6,26-35,5000.0,Aşağı Risk
28,60000,MORTGAGE,13.0,DEBTCONSOLIDATION,A,12000,5.79,0,0.2,0,8,26-35,5000.0,Orta Risk
28,50000,RENT,12.0,MEDICAL,C,8000,14.65,0,0.16,0,9,26-35,4166.67,Aşağı Risk
33,60000,MORTGAGE,4.0,PERSONAL,B,6300,9.62,0,0.1,0,10,26-35,5000.0,Aşağı Risk
30,54000,MORTGAGE,3.0,EDUCATION,C,5000,12.61,1,0.09,1,10,26-35,4500.0,Aşağı Risk
28,60000,OWN,1.0,HOMEIMPROVEMENT,D,22000,14.09,0,0.37,1,8,26-35,5000.0,Orta Risk
28,60000,MORTGAGE,8.0,MEDICAL,C,1500,10.99,0,0.03,1,6,26-35,5000.0,Aşağı Risk
30,60000,OWN,11.0,MEDICAL,A,20000,6.17,0,0.33,0,5,26-35,5000.0,Orta Risk
27,50000,RENT,5.0,MEDICAL,C,8000,13.43,0,0.16,0,10,26-35,4166.67,Aşağı Risk
28,50000,RENT,4.0,MEDICAL,A,8000,7.14,0,0.16,0,7,26-35,4166.67,Aşağı Risk
27,50000,RENT,1.0,EDUCATION,C,8000,13.98,0,0.16,0,9,26-35,4166.67,Aşağı Risk
32,50000,RENT,2.0,MEDICAL,B,8000,10.62,0,0.16,0,8,26-35,4166.67,Aşağı Risk
27,50000,RENT,5.0,VENTURE,A,8000,7.14,0,0.16,0,6,26-35,4166.67,Aşağı Risk
31,50000,RENT,0.0,PERSONAL,C,8000,10.99,0,0.16,0,9,26-35,4166.67,Aşağı Risk
32,60000,MORTGAGE,2.0,EDUCATION,D,15000,14.83,0,0.25,0,9,26-35,5000.0,Orta Risk
28,50004,RENT,9.0,HOMEIMPROVEMENT,C,8000,15.23,0,0.16,1,9,26-35,4167.0,Aşağı Risk
28,60000,OWN,5.0,VENTURE,C,10000,10.99,0,0.17,0,7,26-35,5000.0,Aşağı Risk
30,60000,MORTGAGE,14.0,PERSONAL,B,1750,9.99,0,0.03,0,8,26-35,5000.0,Aşağı Risk
35,51000,RENT,8.0,DEBTCONSOLIDATION,C,8000,13.11,0,0.16,1,10,26-35,4250.0,Aşağı Risk
28,51000,RENT,5.0,HOMEIMPROVEMENT,A,8000,9.63,0,0.16,0,9,26-35,4250.0,Aşağı Risk
28,60000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,7500,5.79,0,0.13,0,8,26-35,5000.0,Aşağı Risk
32,51400,RENT,1.0,HOMEIMPROVEMENT,A,8000,7.51,0,0.16,0,10,26-35,4283.33,Aşağı Risk
28,52000,RENT,1.0,VENTURE,C,8000,10.99,0,0.15,0,8,26-35,4333.33,Aşağı Risk
30,60000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,9600,9.99,0,0.16,0,10,26-35,5000.0,Aşağı Risk
28,60000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,4800,10.99,0,0.08,0,9,26-35,5000.0,Aşağı Risk
30,52000,RENT,4.0,DEBTCONSOLIDATION,B,8000,11.11,0,0.15,0,8,26-35,4333.33,Aşağı Risk
31,52000,RENT,0.0,VENTURE,A,8000,7.51,0,0.15,0,5,26-35,4333.33,Aşağı Risk
28,52500,RENT,2.0,PERSONAL,A,8000,7.51,0,0.15,0,6,26-35,4375.0,Aşağı Risk
29,60000,MORTGAGE,0.0,EDUCATION,B,2400,10.75,0,0.04,0,9,26-35,5000.0,Aşağı Risk
27,60000,OWN,11.0,VENTURE,C,4000,13.98,0,0.07,1,7,26-35,5000.0,Aşağı Risk
31,60000,MORTGAGE,15.0,DEBTCONSOLIDATION,B,5100,10.75,0,0.09,0,8,26-35,5000.0,Aşağı Risk
29,60000,MORTGAGE,3.0,PERSONAL,A,7200,7.88,0,0.12,0,7,26-35,5000.0,Aşağı Risk
33,53040,RENT,3.0,MEDICAL,B,8000,9.88,0,0.15,0,10,26-35,4420.0,Aşağı Risk
27,60000,OWN,2.0,VENTURE,B,10000,10.38,0,0.17,0,6,26-35,5000.0,Aşağı Risk
28,54000,RENT,5.0,DEBTCONSOLIDATION,C,8000,15.23,0,0.15,0,9,26-35,4500.0,Aşağı Risk
27,54000,RENT,4.0,MEDICAL,C,8000,13.8,0,0.15,1,5,26-35,4500.0,Aşağı Risk
32,48000,RENT,1.0,HOMEIMPROVEMENT,D,8000,14.42,1,0.17,1,8,26-35,4000.0,Aşağı Risk
27,54590,RENT,9.0,VENTURE,B,8000,11.49,0,0.15,0,6,26-35,4549.17,Aşağı Risk
30,54000,MORTGAGE,4.0,DEBTCONSOLIDATION,D,12000,15.58,1,0.22,0,5,26-35,4500.0,Orta Risk
30,54996,RENT,4.0,DEBTCONSOLIDATION,A,8000,5.79,0,0.15,0,10,26-35,4583.0,Aşağı Risk
31,60000,MORTGAGE,16.0,VENTURE,A,8800,7.51,0,0.15,0,9,26-35,5000.0,Aşağı Risk
28,60000,MORTGAGE,4.0,MEDICAL,A,9600,7.51,0,0.16,0,10,26-35,5000.0,Aşağı Risk
32,55000,RENT,4.0,HOMEIMPROVEMENT,C,8000,10.99,0,0.15,0,8,26-35,4583.33,Aşağı Risk
29,60000,OWN,13.0,MEDICAL,C,9600,14.35,0,0.16,1,6,26-35,5000.0,Aşağı Risk
32,55000,RENT,0.0,PERSONAL,B,8000,10.0,0,0.15,0,9,26-35,4583.33,Aşağı Risk
27,55000,RENT,11.0,HOMEIMPROVEMENT,A,8000,7.29,0,0.15,0,9,26-35,4583.33,Aşağı Risk
29,60000,MORTGAGE,13.0,PERSONAL,A,13500,7.51,0,0.23,0,7,26-35,5000.0,Orta Risk
27,60000,MORTGAGE,4.0,VENTURE,A,8000,7.88,0,0.13,0,8,26-35,5000.0,Aşağı Risk
27,60000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,15000,11.86,0,0.25,0,8,26-35,5000.0,Orta Risk
28,60000,OWN,7.0,MEDICAL,A,12000,7.51,0,0.2,0,5,26-35,5000.0,Orta Risk
32,60000,MORTGAGE,11.0,EDUCATION,B,15000,11.86,0,0.25,0,6,26-35,5000.0,Orta Risk
27,55000,RENT,11.0,MEDICAL,B,8000,11.83,0,0.15,0,9,26-35,4583.33,Aşağı Risk
30,60000,OWN,7.0,VENTURE,D,6000,14.84,0,0.1,1,6,26-35,5000.0,Aşağı Risk
28,54000,OWN,13.0,DEBTCONSOLIDATION,E,6500,16.45,1,0.12,1,6,26-35,4500.0,Aşağı Risk
34,60000,MORTGAGE,6.0,MEDICAL,C,2500,14.72,0,0.04,0,5,26-35,5000.0,Aşağı Risk
31,55000,RENT,5.0,MEDICAL,C,8000,13.16,0,0.15,0,5,26-35,4583.33,Aşağı Risk
31,50000,RENT,13.0,DEBTCONSOLIDATION,D,8000,14.09,1,0.16,1,8,26-35,4166.67,Aşağı Risk
32,56004,RENT,9.0,DEBTCONSOLIDATION,A,8000,7.66,0,0.14,0,5,26-35,4667.0,Aşağı Risk
27,56400,RENT,4.0,PERSONAL,D,8000,16.77,0,0.14,1,10,26-35,4700.0,Aşağı Risk
27,56888,RENT,8.0,HOMEIMPROVEMENT,D,8000,16.29,0,0.14,0,5,26-35,4740.67,Aşağı Risk
28,60000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,8000,7.88,0,0.13,0,5,26-35,5000.0,Aşağı Risk
30,60000,MORTGAGE,13.0,VENTURE,A,12250,7.51,0,0.2,0,6,26-35,5000.0,Orta Risk
35,60000,MORTGAGE,0.0,MEDICAL,B,12000,10.75,0,0.2,0,8,26-35,5000.0,Orta Risk
34,57996,RENT,3.0,PERSONAL,B,8000,11.12,0,0.14,0,8,26-35,4833.0,Aşağı Risk
27,60000,MORTGAGE,3.0,PERSONAL,E,5000,16.45,0,0.08,0,6,26-35,5000.0,Aşağı Risk
27,58000,RENT,1.0,VENTURE,B,8000,11.36,0,0.14,0,7,26-35,4833.33,Aşağı Risk
27,60000,MORTGAGE,9.0,PERSONAL,A,5000,7.88,0,0.08,0,5,26-35,5000.0,Aşağı Risk
33,54000,MORTGAGE,3.0,EDUCATION,F,16000,18.67,1,0.3,1,10,26-35,4500.0,Orta Risk
29,60000,RENT,3.0,DEBTCONSOLIDATION,B,8000,12.42,0,0.13,0,7,26-35,5000.0,Aşağı Risk
27,60000,MORTGAGE,3.0,EDUCATION,C,5000,12.73,0,0.08,1,8,26-35,5000.0,Aşağı Risk
30,60000,MORTGAGE,8.0,PERSONAL,C,7400,13.11,0,0.12,1,5,26-35,5000.0,Aşağı Risk
30,60000,RENT,0.0,HOMEIMPROVEMENT,A,8000,7.66,0,0.13,0,6,26-35,5000.0,Aşağı Risk
35,60000,RENT,3.0,HOMEIMPROVEMENT,A,8000,5.79,0,0.13,0,10,26-35,5000.0,Aşağı Risk
35,60000,MORTGAGE,12.0,DEBTCONSOLIDATION,C,25000,12.73,0,0.42,0,8,26-35,5000.0,Yüksək Risk
33,60000,MORTGAGE,7.0,VENTURE,A,7000,7.14,0,0.12,0,10,26-35,5000.0,Aşağı Risk
29,60000,RENT,4.0,VENTURE,B,8000,11.14,0,0.13,0,5,26-35,5000.0,Aşağı Risk
35,60000,OWN,1.0,PERSONAL,D,5000,15.7,0,0.08,0,9,26-35,5000.0,Aşağı Risk
33,60000,RENT,2.0,PERSONAL,B,8000,12.53,0,0.13,0,6,26-35,5000.0,Aşağı Risk
28,60000,MORTGAGE,5.0,MEDICAL,B,6000,10.99,0,0.1,0,6,26-35,5000.0,Aşağı Risk
32,60000,MORTGAGE,15.0,DEBTCONSOLIDATION,A,6000,7.14,0,0.1,0,9,26-35,5000.0,Aşağı Risk
35,45000,RENT,4.0,PERSONAL,C,5200,13.06,0,0.12,1,10,26-35,3750.0,Aşağı Risk
28,50500,RENT,3.0,PERSONAL,C,5200,12.53,0,0.1,1,8,26-35,4208.33,Aşağı Risk
34,60000,MORTGAGE,4.0,PERSONAL,B,10000,9.88,0,0.17,0,8,26-35,5000.0,Aşağı Risk
29,54000,MORTGAGE,1.0,PERSONAL,G,25000,20.16,1,0.46,1,8,26-35,4500.0,Yüksək Risk
33,60000,MORTGAGE,1.0,VENTURE,D,17000,16.07,0,0.28,1,5,26-35,5000.0,Orta Risk
34,60000,MORTGAGE,8.0,PERSONAL,B,10000,11.36,0,0.17,0,7,26-35,5000.0,Aşağı Risk
29,75000,RENT,3.0,HOMEIMPROVEMENT,B,5200,10.75,0,0.07,0,8,26-35,6250.0,Aşağı Risk
28,25000,RENT,0.0,HOMEIMPROVEMENT,F,5175,18.43,1,0.21,1,6,26-35,2083.33,Orta Risk
29,60000,OWN,13.0,VENTURE,A,1000,6.76,0,0.02,0,8,26-35,5000.0,Aşağı Risk
35,60000,MORTGAGE,12.0,DEBTCONSOLIDATION,C,12000,13.11,0,0.2,0,9,26-35,5000.0,Orta Risk
28,60000,OWN,5.0,MEDICAL,B,20000,10.99,0,0.33,0,5,26-35,5000.0,Orta Risk
35,40000,RENT,6.0,DEBTCONSOLIDATION,C,5100,13.72,0,0.13,1,5,26-35,3333.33,Aşağı Risk
27,60000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,10000,12.53,0,0.17,0,10,26-35,5000.0,Aşağı Risk
27,60000,MORTGAGE,3.0,PERSONAL,B,6000,11.48,0,0.1,0,8,26-35,5000.0,Aşağı Risk
29,47133,RENT,5.0,DEBTCONSOLIDATION,B,5100,11.86,0,0.11,0,7,26-35,3927.75,Aşağı Risk
27,52000,RENT,0.0,HOMEIMPROVEMENT,B,5100,10.37,0,0.1,0,9,26-35,4333.33,Aşağı Risk
31,61150,RENT,0.0,DEBTCONSOLIDATION,B,5100,11.49,0,0.08,0,8,26-35,5095.83,Aşağı Risk
31,20000,RENT,7.0,DEBTCONSOLIDATION,C,5075,12.54,0,0.25,1,10,26-35,1666.67,Orta Risk
32,60000,MORTGAGE,4.0,PERSONAL,B,13250,11.83,0,0.22,0,10,26-35,5000.0,Orta Risk
30,60000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,6000,8.94,0,0.1,0,8,26-35,5000.0,Aşağı Risk
31,60000,OWN,0.0,EDUCATION,B,24250,12.18,0,0.4,0,7,26-35,5000.0,Orta Risk
29,60000,OWN,0.0,HOMEIMPROVEMENT,D,16000,16.0,0,0.27,1,8,26-35,5000.0,Orta Risk
29,60000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,15000,12.87,0,0.25,0,5,26-35,5000.0,Orta Risk
29,50000,RENT,4.0,DEBTCONSOLIDATION,C,5050,12.73,0,0.1,0,5,26-35,4166.67,Aşağı Risk
29,60000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,20000,12.53,0,0.33,0,7,26-35,5000.0,Orta Risk
27,12000,RENT,2.0,MEDICAL,A,5000,8.49,1,0.42,0,10,26-35,1000.0,Yüksək Risk
34,14000,RENT,3.0,PERSONAL,C,5000,13.35,1,0.36,0,10,26-35,1166.67,Orta Risk
29,14573,RENT,6.0,HOMEIMPROVEMENT,B,5000,12.18,1,0.34,0,5,26-35,1214.42,Orta Risk
35,60000,OWN,9.0,PERSONAL,B,24000,12.53,0,0.4,0,9,26-35,5000.0,Orta Risk
29,54000,MORTGAGE,8.0,MEDICAL,D,14800,15.31,1,0.27,1,10,26-35,4500.0,Orta Risk
28,15000,RENT,1.0,PERSONAL,A,5000,7.4,1,0.33,0,9,26-35,1250.0,Orta Risk
28,60000,MORTGAGE,12.0,MEDICAL,A,15000,8.94,0,0.25,0,9,26-35,5000.0,Orta Risk
32,15600,RENT,4.0,HOMEIMPROVEMENT,A,5000,5.42,1,0.32,0,5,26-35,1300.0,Orta Risk
28,15600,RENT,4.0,HOMEIMPROVEMENT,B,5000,10.37,1,0.32,0,9,26-35,1300.0,Orta Risk
28,60000,OTHER,5.0,PERSONAL,B,16000,12.18,0,0.27,0,9,26-35,5000.0,Orta Risk
28,16000,RENT,2.0,DEBTCONSOLIDATION,E,5000,16.45,1,0.31,1,7,26-35,1333.33,Orta Risk
29,60000,MORTGAGE,8.0,HOMEIMPROVEMENT,D,16000,14.96,0,0.27,1,6,26-35,5000.0,Orta Risk
35,60000,MORTGAGE,11.0,EDUCATION,D,25000,15.31,0,0.42,0,6,26-35,5000.0,Yüksək Risk
29,16800,RENT,4.0,HOMEIMPROVEMENT,A,5000,6.92,1,0.3,0,10,26-35,1400.0,Orta Risk
32,16800,RENT,0.0,PERSONAL,A,5000,7.29,1,0.3,0,9,26-35,1400.0,Orta Risk
30,60000,MORTGAGE,6.0,EDUCATION,D,15000,15.31,0,0.25,1,9,26-35,5000.0,Orta Risk
32,16800,RENT,0.0,PERSONAL,C,5000,14.35,1,0.3,1,7,26-35,1400.0,Orta Risk
27,60000,MORTGAGE,5.0,MEDICAL,A,6000,8.94,0,0.1,0,10,26-35,5000.0,Aşağı Risk
29,17676,RENT,3.0,EDUCATION,C,5000,13.11,1,0.28,1,10,26-35,1473.0,Orta Risk
28,18600,RENT,4.0,MEDICAL,D,5000,10.99,1,0.27,1,9,26-35,1550.0,Orta Risk
29,54000,MORTGAGE,7.0,MEDICAL,F,14800,18.53,1,0.27,1,8,26-35,4500.0,Orta Risk
34,60000,MORTGAGE,5.0,EDUCATION,C,7000,12.53,0,0.12,1,10,26-35,5000.0,Aşağı Risk
34,19200,RENT,18.0,VENTURE,A,5000,6.99,1,0.26,0,7,26-35,1600.0,Orta Risk
32,19200,RENT,0.0,EDUCATION,B,5000,9.99,1,0.26,0,9,26-35,1600.0,Orta Risk
27,19200,RENT,2.0,PERSONAL,B,5000,12.53,1,0.26,0,7,26-35,1600.0,Orta Risk
27,60000,MORTGAGE,2.0,MEDICAL,B,4800,11.89,0,0.08,0,7,26-35,5000.0,Aşağı Risk
28,20000,RENT,4.0,PERSONAL,B,5000,10.65,0,0.25,0,8,26-35,1666.67,Orta Risk
34,20000,RENT,5.0,MEDICAL,A,5000,8.9,0,0.25,0,5,26-35,1666.67,Orta Risk
31,60000,OTHER,2.0,HOMEIMPROVEMENT,B,15000,11.26,0,0.25,0,6,26-35,5000.0,Orta Risk
31,20000,RENT,0.0,MEDICAL,C,5000,13.8,0,0.25,0,5,26-35,1666.67,Orta Risk
34,20000,RENT,0.0,MEDICAL,F,5000,18.43,1,0.25,0,9,26-35,1666.67,Orta Risk
31,60000,MORTGAGE,3.0,VENTURE,A,3600,7.68,0,0.06,0,9,26-35,5000.0,Aşağı Risk
30,20000,RENT,2.0,PERSONAL,A,5000,8.59,0,0.25,0,5,26-35,1666.67,Orta Risk
34,60000,MORTGAGE,6.0,EDUCATION,E,10500,15.68,0,0.17,0,10,26-35,5000.0,Aşağı Risk
29,60000,MORTGAGE,13.0,DEBTCONSOLIDATION,B,6400,11.89,0,0.11,0,8,26-35,5000.0,Aşağı Risk
30,54000,MORTGAGE,3.0,MEDICAL,D,15250,14.42,1,0.28,1,8,26-35,4500.0,Orta Risk
30,20520,RENT,0.0,DEBTCONSOLIDATION,B,5000,9.99,0,0.24,0,5,26-35,1710.0,Orta Risk
31,20743,RENT,0.0,MEDICAL,A,5000,7.51,0,0.24,0,5,26-35,1728.58,Orta Risk
30,21000,RENT,0.0,EDUCATION,C,5000,13.49,0,0.24,1,7,26-35,1750.0,Orta Risk
31,54000,MORTGAGE,5.0,MEDICAL,F,19400,18.53,1,0.36,0,10,26-35,4500.0,Orta Risk
30,21600,RENT,4.0,VENTURE,B,5000,11.71,0,0.23,0,7,26-35,1800.0,Orta Risk
27,60000,OWN,0.0,MEDICAL,D,7500,15.37,0,0.13,1,5,26-35,5000.0,Aşağı Risk
31,60000,MORTGAGE,15.0,DEBTCONSOLIDATION,A,10000,9.63,0,0.17,0,8,26-35,5000.0,Aşağı Risk
34,60000,MORTGAGE,4.0,EDUCATION,C,14000,12.84,0,0.23,0,5,26-35,5000.0,Orta Risk
33,22000,RENT,4.0,EDUCATION,B,5000,12.42,0,0.23,0,6,26-35,1833.33,Orta Risk
28,60000,OWN,0.0,PERSONAL,C,16000,12.72,0,0.27,0,7,26-35,5000.0,Orta Risk
29,60000,MORTGAGE,0.0,PERSONAL,E,10000,15.25,0,0.17,1,5,26-35,5000.0,Aşağı Risk
30,60000,MORTGAGE,14.0,EDUCATION,B,4500,10.83,0,0.07,0,10,26-35,5000.0,Aşağı Risk
30,54000,MORTGAGE,8.0,HOMEIMPROVEMENT,G,24000,18.72,1,0.44,0,8,26-35,4500.0,Yüksək Risk
29,60000,MORTGAGE,8.0,PERSONAL,B,8000,10.51,0,0.13,0,8,26-35,5000.0,Aşağı Risk
29,23000,RENT,2.0,MEDICAL,B,5000,10.99,0,0.22,0,7,26-35,1916.67,Orta Risk
33,23400,RENT,13.0,VENTURE,B,5000,12.69,0,0.21,0,10,26-35,1950.0,Orta Risk
33,60000,MORTGAGE,2.0,EDUCATION,B,2500,10.83,0,0.04,0,8,26-35,5000.0,Aşağı Risk
33,24000,RENT,10.0,DEBTCONSOLIDATION,B,5000,10.65,0,0.21,0,7,26-35,2000.0,Orta Risk
31,24000,RENT,0.0,DEBTCONSOLIDATION,B,5000,10.99,1,0.21,0,6,26-35,2000.0,Orta Risk
32,60000,MORTGAGE,11.0,PERSONAL,C,7500,11.03,0,0.13,1,10,26-35,5000.0,Aşağı Risk
31,60000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,9600,10.08,0,0.16,0,8,26-35,5000.0,Aşağı Risk
30,24000,RENT,0.0,DEBTCONSOLIDATION,B,5000,10.59,0,0.21,0,6,26-35,2000.0,Orta Risk
29,24000,RENT,6.0,PERSONAL,B,5000,10.74,0,0.21,0,10,26-35,2000.0,Orta Risk
30,24000,RENT,14.0,EDUCATION,B,5000,11.11,1,0.21,0,9,26-35,2000.0,Orta Risk
33,60000,OWN,8.0,EDUCATION,C,8350,11.34,0,0.14,1,7,26-35,5000.0,Aşağı Risk
27,60000,MORTGAGE,0.0,PERSONAL,A,10000,8.63,0,0.17,0,5,26-35,5000.0,Aşağı Risk
29,24000,RENT,1.0,MEDICAL,A,5000,6.92,0,0.21,0,10,26-35,2000.0,Orta Risk
27,60000,OWN,11.0,DEBTCONSOLIDATION,D,18000,13.24,0,0.3,1,7,26-35,5000.0,Orta Risk
30,24000,RENT,6.0,MEDICAL,D,5000,10.99,1,0.21,1,8,26-35,2000.0,Orta Risk
27,60000,OWN,4.0,MEDICAL,B,10425,9.45,0,0.17,0,8,26-35,5000.0,Aşağı Risk
27,60000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,7000,7.43,0,0.12,0,9,26-35,5000.0,Aşağı Risk
28,24000,RENT,0.0,DEBTCONSOLIDATION,B,5000,11.86,0,0.21,0,5,26-35,2000.0,Orta Risk
27,24000,RENT,2.0,VENTURE,C,5000,14.72,0,0.21,0,10,26-35,2000.0,Orta Risk
31,24000,RENT,0.0,EDUCATION,A,5000,7.51,0,0.21,0,8,26-35,2000.0,Orta Risk
29,60096,MORTGAGE,3.0,EDUCATION,A,3000,7.66,0,0.05,0,10,26-35,5008.0,Aşağı Risk
34,60100,MORTGAGE,6.0,EDUCATION,A,1500,6.03,0,0.02,0,6,26-35,5008.33,Aşağı Risk
30,24414,RENT,0.0,MEDICAL,A,5000,6.91,0,0.2,0,5,26-35,2034.5,Orta Risk
33,24720,RENT,5.0,DEBTCONSOLIDATION,A,5000,7.49,0,0.2,0,5,26-35,2060.0,Orta Risk
31,24996,RENT,0.0,DEBTCONSOLIDATION,C,5000,12.99,1,0.2,0,8,26-35,2083.0,Orta Risk
35,24996,RENT,0.0,VENTURE,A,5000,8.49,0,0.2,0,6,26-35,2083.0,Orta Risk
31,60380,MORTGAGE,10.0,PERSONAL,B,6000,11.48,0,0.1,0,10,26-35,5031.67,Aşağı Risk
30,25000,RENT,2.0,HOMEIMPROVEMENT,B,5000,9.91,1,0.2,0,7,26-35,2083.33,Orta Risk
28,25000,RENT,1.0,EDUCATION,A,5000,7.51,0,0.2,0,7,26-35,2083.33,Orta Risk
27,25000,RENT,2.0,PERSONAL,B,5000,9.62,0,0.2,0,7,26-35,2083.33,Orta Risk
28,60589,MORTGAGE,1.0,HOMEIMPROVEMENT,B,2650,9.88,0,0.04,0,10,26-35,5049.08,Aşağı Risk
28,54600,MORTGAGE,13.0,EDUCATION,B,20000,11.89,1,0.37,0,5,26-35,4550.0,Orta Risk
30,60600,MORTGAGE,1.0,EDUCATION,A,3000,7.12,0,0.05,0,6,26-35,5050.0,Aşağı Risk
29,25000,RENT,3.0,MEDICAL,B,5000,10.95,0,0.2,0,10,26-35,2083.33,Orta Risk
32,25200,RENT,0.0,PERSONAL,A,5000,7.91,0,0.2,0,5,26-35,2100.0,Orta Risk
34,25480,RENT,6.0,MEDICAL,D,5000,12.8,1,0.2,0,5,26-35,2123.33,Orta Risk
